"value";"rent";"ftotinc";"eldch";"yngch";"age";"occscore";"sei";"inctot";"incwage";"incbus";"incss";"incwelfr";"incother";"poverty";"gq";"gqtypeg";"farm";"ownershg";"nfams";"ncouples";"nmothers";"nfathers";"momloc";"stepmom";"momrule";"poploc";"steppop";"poprule";"sploc";"sprule";"famsize";"nchild";"nchlt5";"famunit";"nsibs";"relateg";"sex";"raceg";"marst";"chborn";"school";"educrec";"schltype";"empstatg";"labforce";"classwkg";"wkswork2";"hrswork2";"yrlastwk";"workedyr";"incfarm";"migrat5g";"movedin";"vetstat";"binaryClass"
999999;575;26624;99;99;24;16;15;0;0;0;0;0;0;153;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"0";"3";"0";"1";"0";"1";"0";"0";"0";"0";"0";"6";"0";"0";"1";"1";"Child";"Male";"Black_Negro";"Never_married_single";"No_children";"No_not_in_school";"Grade_10";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_3-5_yrs_ago";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
162500;0;65000;99;99;3;0;0;0;999999;999999;99999;99999;99999;429;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"5";"0";"0";"1";"1";"Child";"Female";"White";"Never_married_single";"No_children";"No_not_in_school";"None_or_preschool";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
187500;0;11068;99;99;71;0;0;7684;0;0;7224;460;0;148;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_5-8";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_6-10_yrs_ago";"No";"0";"Same_house";"6";"No_Service";"P"
999999;575;21000;99;99;2;0;0;0;999999;999999;99999;99999;99999;210;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"3";"0";"0";"1";"0";"Child";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
4e+05;0;101600;20;19;58;58;93;95000;95000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"1";"0";"Head_Householder";"Male";"White";"Divorced";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Same_house";"7";"Yes";"P"
95000;0;0;99;99;25;0;0;0;0;0;0;0;0;1;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"Child";"Male";"Black_Negro";"Never_married_single";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Unemployed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Same_house";"0";"No_Service";"P"
999999;625;6000;99;99;33;20;8;6000;6000;0;0;0;0;93;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"1-14_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"1";"No_Service";"P"
112500;0;25805;99;99;58;25;15;25805;25192;0;0;0;0;400;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Divorced";"No_children";"No_not_in_school";"Grade_11";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_current_yr";"Yes";"0";"Same_house";"2";"Yes";"P"
350000;0;44930;10;10;47;0;0;0;0;0;0;0;0;450;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"3";"1";"0";"1";"0";"Spouse";"Female";"White";"Married_spouse_present";"5";"No_not_in_school";"Grade_10";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_6-10_yrs_ago";"No";"0";"Same_house";"0";"No_Service";"P"
4e+05;0;61200;15;12;46;35;62;46000;0;43000;0;0;0;487;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"4";"2";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Self-employed";"40-47_weeks";"41-48_hours";"Never_worked";"Yes";"0";"Same_house";"5";"No_Service";"P"
999999;875;40920;99;99;36;42;84;40700;40500;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"Partner_friend_visitor";"Female";"White";"Divorced";"1_child";"No_not_in_school";"Grade_12";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;625;18000;99;99;31;31;33;10000;10000;0;0;0;0;155;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"Partner_friend_visitor";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_5-8";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_previous_yr";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
162500;0;0;21;17;42;0;0;0;0;0;0;0;0;1;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"5";"3";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_6-10_yrs_ago";"No";"0";"Same_house";"6";"No_Service";"P"
350000;0;43105;99;99;17;25;44;2000;2000;0;0;0;0;180;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"11";"0";"0";"1";"8";"Child";"Male";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_12";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"27-39_weeks";"15-29_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"N"
137500;0;46966;99;99;17;14;26;90;90;0;0;0;0;373;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"0";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0";"4";"0";"0";"1";"1";"Child";"Female";"Black_Negro";"Never_married_single";"No_children";"Yes_in_school";"Grade_11";"Public_school";"Unemployed";"Yes_in_labor_force";"Works_for_wages_salary";"1-13_weeks";"40_hours";"Worked_current_yr";"Yes";"0";"Same_house";"0";"No_Service";"P"
999999;875;12746;99;99;76;20;8;5184;0;0;5184;0;0;170;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"2";"0";"0";"1";"0";"Spouse";"Male";"Black_Negro";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_3-5_yrs_ago";"No";"0";"Moved_place_not_reported";"0";"Yes";"P"
350000;0;63117;99;99;76;0;0;55721;0;0;6874;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_more_than_10_yrs_ago";"No";"0";"Same_house";"7";"Yes";"P"
999999;625;640;99;99;40;27;22;12000;12000;0;0;0;0;186;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"Partner_friend_visitor";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_5-8";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"N"
162500;0;7176;35;35;69;0;0;1600;0;0;0;0;0;74;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"3";"1";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_9";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_6-10_yrs_ago";"No";"0";"Same_house";"8";"Yes";"P"
162500;0;67400;15;7;29;37;49;67400;51000;0;0;0;0;407;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"6";"4";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_9";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"2";"No_Service";"P"
999999;0;999999;99;99;17;0;0;0;0;0;0;0;0;0;"Institution";"Institution_(1990)";"Non-Farm";"Rented";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Institutional_inmates";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_11";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;575;14000;99;99;25;23;18;14000;14000;0;0;0;0;217;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"1";"No_Service";"P"
999999;437;16000;99;99;17;0;0;0;0;0;0;0;0;83;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"2";"0";"1";"1";"1";"1";"0";"0";"7";"0";"0";"1";"4";"Child";"Female";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_1-4";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;875;14000;99;99;34;24;47;18010;18000;0;0;0;0;279;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"Partner_friend_visitor";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"Yes";"P"
350000;0;1e+05;99;99;6;0;0;0;999999;999999;99999;99999;99999;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"7";"1";"1";"0";"1";"0";"0";"4";"0";"0";"1";"1";"Child";"Female";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_1-4";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
999999;875;15189;13;1;30;0;0;15189;0;0;0;15189;0;93;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"5";"2";"1";"0";"Head_Householder";"Female";"Black_Negro";"Never_married_single";"5";"No_not_in_school";"Grade_11";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Moved_place_not_reported";"1";"No_Service";"P"
999999;0;999999;99;99;73;0;0;0;0;0;0;0;0;0;"Institution";"Institution_(1990)";"Non-Farm";"Rented";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Institutional_inmates";"Male";"White";"Separated";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_more_than_10_yrs_ago";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;875;95000;99;99;40;31;73;95000;90000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Female";"White";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"40-47_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"1";"No_Service";"P"
999999;262;16693;99;99;74;0;0;2278;0;0;2278;0;0;223;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"1";"0";"Spouse";"Female";"White";"Married_spouse_present";"3";"No_not_in_school";"Grade_12";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Same_house";"0";"No_Service";"P"
999999;625;40164;57;57;78;0;0;2964;0;0;2964;0;0;414;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"1";"0";"Parent-in-Law";"Male";"American_Indian";"Widowed";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_more_than_10_yrs_ago";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
225000;0;0;99;99;16;0;0;0;0;0;0;0;0;1;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0";"1";"1";"Child";"Male";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_10";"Public_school";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"No";"0";"Same_house";"0";"No_Service";"P"
999999;625;45648;9;6;46;25;15;33000;0;33000;0;0;0;308;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"5";"3";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"Grade_5-8";"Not_enrolled";"Employed";"Yes_in_labor_force";"Self-employed";"50-52_weeks";"49-59_hours";"Never_worked";"Yes";"0";"Same_house";"5";"No_Service";"P"
275000;0;123515;99;99;53;41;68;123515;0;123515;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"Other_Asian_or_Pacific";"Married_spouse_absent";"No_children";"No_not_in_school";"4+_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Self-employed";"50-52_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"6";"No_Service";"P"
999999;725;50800;99;99;20;11;11;9000;9000;0;0;0;0;253;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"1";"3";"Sibling";"Male";"White";"Never_married_single";"No_children";"No_not_in_school";"Grade_5-8";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"30-34_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
137500;0;67000;25;25;54;0;0;0;0;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"3";"1";"0";"1";"0";"Spouse";"Female";"Black_Negro";"Married_spouse_present";"5";"No_not_in_school";"None_or_preschool";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_6-10_yrs_ago";"No";"0";"Same_house";"0";"No_Service";"P"
275000;0;66000;21;21;53;35;62;21000;21000;0;0;0;0;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"3";"1";"0";"1";"0";"Spouse";"Female";"White";"Married_spouse_present";"2__children";"No_not_in_school";"Grade_12";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"49-59_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"P"
999999;875;9000;99;99;36;20;52;12000;12000;0;0;0;0;186;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"Partner_friend_visitor";"Male";"Black_Negro";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"27-39_weeks";"40_hours";"Never_worked";"Yes";"0";"Moved_place_not_reported";"0";"No_Service";"N"
999999;875;28340;99;99;10;0;0;0;999999;999999;99999;99999;99999;130;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"2";"2";"2";"8";"2";"7";"5";"0";"3";"0";"0";"8";"0";"0";"1";"1";"Other_relatives";"Male";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_1-4";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
275000;0;50;99;99;2;0;0;0;999999;999999;99999;99999;99999;1;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"5";"0";"0";"1";"2";"Child";"Female";"White";"Never_married_single";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
999999;675;13100;99;99;10;0;0;0;999999;999999;99999;99999;99999;71;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"7";"0";"0";"1";"4";"Child";"Female";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_1-4";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
350000;0;67000;99;99;7;0;0;0;999999;999999;99999;99999;99999;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"2";"0";"1";"1";"0";"1";"0";"0";"4";"0";"0";"1";"1";"Child";"Male";"Chinese";"Never_married_single";"No_children";"Yes_in_school";"Grade_1-4";"Private_school_(19601990)";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Moved_place_not_reported";"0";"No_Service";"P"
999999;312;13000;99;99;28;35;62;13000;13000;0;0;0;0;202;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_absent";"No_children";"Yes_in_school";"4+_years_of_college";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"41-48_hours";"Never_worked";"Yes";"0";"Same_house";"5";"No_Service";"N"
275000;0;35980;11;9;43;27;50;35980;29290;6690;0;0;0;286;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"2";"4";"2";"0";"1";"0";"Spouse";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"1_to_3_years_of_college";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"35-39_hours";"Never_worked";"Yes";"0";"Same_house";"0";"No_Service";"P"
4e+05;0;143515;99;99;10;0;0;0;999999;999999;99999;99999;99999;501;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"1";"0";"1";"2";"0";"1";"0";"0";"5";"0";"0";"1";"2";"Child";"Female";"White";"Never_married_single";"No_children";"Yes_in_school";"Grade_1-4";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Same_house";"0";"No_Service";"P"
999999;337;20000;99;99;24;6;7;0;0;0;0;0;0;1;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"Partner_friend_visitor";"Female";"White";"Never_married_single";"3";"No_not_in_school";"Grade_9";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_2_yrs_prior";"No";"0";"Same_house";"0";"No_Service";"P"
22500;0;3511;22;22;52;23;18;3511;900;0;1600;1011;0;36;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"1";"3";"1";"0";"1";"0";"Head_Householder";"Male";"White";"Married_spouse_present";"No_children";"No_not_in_school";"None_or_preschool";"Not_enrolled";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"14-26_weeks";"40_hours";"Never_worked";"Yes";"0";"Same_house";"7";"No_Service";"P"
999999;512;14400;9;3;29;0;0;0;0;0;0;0;0;97;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"5";"3";"1";"1";"0";"Spouse";"Female";"White";"Married_spouse_present";"3";"No_not_in_school";"Grade_12";"Not_enrolled";"Unemployed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_more_than_10_yrs_ago";"No";"0";"Moved_place_not_reported";"0";"No_Service";"P"
275000;0;29578;34;31;63;41;68;12928;0;0;0;0;0;195;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Owned_or_being_bought_(loan)";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"5";"2";"0";"1";"0";"Head_Householder";"Male";"White";"Widowed";"No_children";"No_not_in_school";"Grade_12";"Not_enrolled";"Not_in_labor_force";"No_not_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Worked_3-5_yrs_ago";"No";"0";"Same_house";"8";"No_Service";"P"
999999;487;42097;99;99;14;0;0;0;999999;999999;99999;99999;99999;422;"HH_in_1970_definition_but_sampled_as_larger_unit";"NA_(household)";"Non-Farm";"Rented";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0";"1";"1";"Child";"Female";"Japanese";"Never_married_single";"No_children";"Yes_in_school";"Grade_5-8";"Public_school";"Employed";"Yes_in_labor_force";"Works_for_wages_salary";"50-52_weeks";"40_hours";"Never_worked";"Yes";"999999";"Same_house";"0";"No_Service";"P"
