"timestamp";"customer";"job_number";"grain_screened";"proof_on_ctd_ink";"paper_type";"ink_type";"solvent_type";"type_on_cylinder";"press_type";"press";"unit_number";"cylinder_size";"paper_mill_location";"plating_tank";"proof_cut";"viscosity";"ink_temperature";"humifity";"roughness";"blade_pressure";"varnish_pct";"press_speed";"ink_pct";"solvent_pct";"ESA_Voltage";"ESA_Amperage";"wax";"hardener";"roller_durometer";"current_density";"anode_space_ratio";"chrome_content";"band_type"
"19910216";"63";"35811";"2";"3";"2";"1";"1";"2";"4";"815";9;"3";"1";"1911";40;35;18;85;0,625;30;0;2000;62,5;37,5;0;0;2,5;0,9;30;5;103,125;3;"noband"
"19901107";"65";"25466";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1910";50;43;17;72;0,625;30;14,3;1600;47,6;38,1;0;0;2,5;1;34;5;96,77;3;"band"
"19910318";"48";"37355";"2";"3";"4";"1";"1";"2";"3";"827";9;"4";"1";"1910";40;43;16,1;70;0,625;20;11,1;2000;55,6;33,3;4;0;1,8;0,9;35;5;103,22;3;"noband"
"19941009";"48";"85814";"2";"3";"3";"1";"3";"1";"3";"827";2;"4";"1";"1910";65;36;16,5;70;1;34;22;1903;41;34,6;0;4;2,7;2,8;60;5;108;3;"band"
"19901114";"65";"25477";"3";"3";"4";"3";"1";"1";"3";"821";7;"4";"3";"1911";50;42;17;73;0,4375;20;18,5;1800;46,3;35,1;2;0;2,5;1;34;5;100;3;"band"
"19931008";"44";"35425";"2";"3";"3";"3";"3";"2";"3";"821";7;"4";"1";"1911";65;54;15,5;80;0,75;40;22,1;2000;42;22,5;1;6;1,8;1,3;60;5;107,14;3;"band"
"19900813";"68";"34493";"2";"3";"2";"1";"1";"2";"3";"824";2;"4";"1";"1910";30;54;14,6;70;0,8125;30;0;2000;58,8;41,2;0;0;1,5;0,6;30;3;106,9;3;"noband"
"19910409";"11";"37822";"2";"3";"4";"2";"1";"2";"4";"816";2;"2";"3";"1911";40;54;15,4;78;0,5;34;5,7;1736;56,8;36,9;0;0;2,5;1,1;35;5;103,125;3;"noband"
"19920822";"48";"34533";"2";"3";"3";"3";"3";"2";"3";"821";2;"4";"1";"1910";70;63;15,5;79;0,625;35;22;1760;41,3;22,5;1;4;2,4;1;50;5;106,25;3;"band"
"19920402";"57";"34014";"2";"3";"4";"1";"3";"1";"4";"816";9;"4";"1";"1910";40;40;15,5;75;0,75;25;22;1100;41,7;34,6;0;4;2,5;1;50;5;102,941;3;"band"
"19900909";"53";"47105";"3";"3";"4";"3";"1";"1";"4";"816";9;"2";"3";"1910";65;50;15;86;0,25;28;10,5;1700;52,6;36,8;2;0;2,5;0,6;40;5;103,3;3;"noband"
"19910215";"60";"37869";"2";"3";"4";"1";"1";"2";"1";"802";2;"2";"3";"1911";35;38;16;70;0,75;50;0;1400;62,5;37,5;0;0;2,8;1,5;28;5;103,125;3;"noband"
"19910426";"53";"47203";"3";"3";"4";"3";"1";"2";"1";"802";7;"2";"3";"1910";50;50;15,5;74;0,75;58;4,8;1420;59,5;35,7;3;0;3;1;40;5;106,45;3;"noband"
"19901001";"64";"34754";"2";"2";"2";"1";"1";"2";"3";"824";2;"4";"1";"1910";42;48;16;70;0,8125;35;0;2050;66,7;33,3;2;0;1,7;1;30;5;93,55;1;"noband"
"19910111";"39";"35539";"3";"3";"4";"3";"1";"2";"3";"821";2;"4";"3";"1911";50;50;14;80;0,75;40;10,5;1700;52,6;36,8;0;0;2,5;1;38;5;105;3;"band"
"19900612";"69";"36894";"2";"3";"2";"1";"1";"2";"3";"824";9;"4";"1";"1910";30;51;16;76;0,875;25;19,1;2250;42,7;38,2;3;0;1,2;0,5;30;3;103,3;3;"noband"
"19920207";"48";"34514";"2";"3";"4";"1";"1";"2";"3";"821";7;"4";"1";"1911";40;39;15;72;0,375;30;0;2000;58,1;41,9;1;0;2,5;0,3;35;5;109,9;3;"band"
"19900510";"53";"47103";"3";"3";"4";"3";"1";"2";"4";"816";2;"2";"3";"1910";60;50;15;72;0,75;30;15,9;1700;44,2;39,8;1;0;3;0,5;40;2;100;3;"band"
"19901115";"63";"34554";"2";"3";"4";"1";"1";"2";"3";"827";2;"3";"3";"1910";45;42;14;75;1;20;11,2;1800;51;37,8;8;0;2,5;1;35;5;100;3;"noband"
"19910309";"48";"37386";"2";"3";"4";"3";"1";"2";"3";"827";2;"4";"5";"1911";65;43;14,2;68;0,75;18;0;2000;62,5;37,5;0;0;2,5;1,2;40;5;106,45;3;"band"
"19930916";"41";"35069";"2";"3";"2";"1";"3";"2";"1";"816";9;"2";"1";"1911";65;56;17;75;0,75;25;35,8;1600;41;28,6;0;6;2;1;50;5;103,125;2;"band"
"19910310";"6";"37163";"2";"3";"2";"1";"1";"2";"3";"821";2;"4";"1";"1910";55;37;16;75;0,625;20;5,6;1850;55,6;38,9;0;0;0,8;0,75;33;5;109,67;3;"noband"
"19901108";"70";"34997";"2";"3";"2";"1";"1";"1";"4";"815";1;"4";"1";"1910";32;43;13;80;0,75;28;0;1500;62,5;37,5;0;0;0;0;30;5;100;3;"band"
"19941009";"10";"38064";"2";"3";"3";"1";"3";"2";"1";"815";1;"4";"1";"1910";70;37;16,1;76;0,5;34;22,7;2100;41,3;34,6;1;4;0;0;50;5;110;3;"band"
"19910428";"64";"35871";"2";"2";"2";"1";"1";"2";"3";"824";9;"4";"1";"1911";35;56;16;82;0,5625;28;5,6;2100;56,2;38,2;0;0;1,7;0,4;30;5;103,125;3;"noband"
"19901004";"48";"36197";"2";"3";"4";"3";"1";"2";"4";"815";2;"4";"2";"1911";47;58;14;85;0,75;28;16,5;1800;48,5;35;0;0;2,5;0,5;35;5;114,3;3;"band"
"19910227";"48";"37354";"2";"3";"4";"1";"1";"2";"3";"821";2;"4";"1";"1911";42;41;14;80;0,625;20;7,4;1750;53,2;39,4;0;0;2,1;0,9;35;5;96,97;3;"noband"
"19901014";"64";"34756";"2";"2";"2";"1";"1";"2";"3";"824";2;"4";"1";"1911";30;54;16,3;80;0,8125;30;0;2100;60;40;3;0;2,5;1,2;30;5;114,29;3;"noband"
"19920808";"41";"36567";"2";"3";"2";"1";"3";"1";"1";"816";2;"2";"1";"1910";67;62;14,5;84;0,25;23;22,1;1200;41;28,6;1;0;2,5;2,5;50;5;103,22;3;"band"
"19910426";"35";"37994";"3";"3";"4";"3";"1";"1";"3";"821";2;"4";"3";"1911";55;45;15,5;79;0,625;20;16,7;1850;54,3;34,3;4;0;2,5;1;34;5;100;3;"noband"
"19901101";"65";"25445";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1910";52;43;15;71;0,75;28;7,4;1500;53,2;39,4;0;0;2,5;1;34;5;98,3;3;"band"
"19910327";"22";"37572";"2";"3";"2";"1";"1";"2";"3";"824";9;"4";"1";"1911";35;48;16;86;0,5625;30;16,1;1900;44,6;39,3;0;0;2,5;1,5;30;5;103,22;3;"noband"
"19900514";"53";"47103";"3";"3";"4";"3";"1";"2";"4";"816";9;"2";"3";"1910";47;63;16,4;84;0,5;27;20,7;1800;41,3;38;5;0;2,6;0,3;40;2;96,7;3;"band"
"19900517";"64";"34752";"2";"2";"2";"1";"1";"2";"3";"824";9;"4";"1";"1910";50;48;15,8;70;0,25;30;0;1900;58,8;41,2;5;0;2,5;1,2;30;2;100;3;"noband"
"19900813";"26";"38016";"3";"3";"4";"3";"1";"1";"1";"802";7;"2";"2";"1910";45;54;14,8;70;0,75;50;13;1420;54,3;32,6;0;0;3;0,9;28;3;106,9;3;"noband"
"19900603";"55";"36859";"3";"3";"4";"2";"1";"1";"1";"802";2;"2";"3";"1911";50;65;17;100;0,625;52;5,6;1650;55,5;38,9;0;0;3;0,6;45;1;90;3;"band"
"19910314";"53";"47202";"3";"3";"4";"3";"1";"2";"2";"813";1;"2";"3";"1911";52;37;15;66;0,75;20;13,3;1600;55,6;42,2;0;0;2,4;0,8;40;5;100;3;"noband"
"19910603";"48";"37365";"2";"3";"4";"1";"1";"2";"3";"827";9;"4";"1";"1911";37;70;15;65;0,75;25;5,4;1500;54,3;40,2;0;0;2,3;0,9;40;5;106,66;3;"noband"
"19900615";"63";"34547";"2";"3";"2";"1";"1";"2";"4";"815";2;"3";"1";"1910";30;58;16,3;78;0,625;30;0;2150;58,8;41,2;10;0;2,5;1;30;3;90;3;"noband"
"19910614";"69";"37501";"2";"3";"2";"1";"1";"2";"4";"815";2;"4";"1";"1910";30;69;16;98;0,75;35;0;2050;62,5;37,5;0;0;2,75;1;33;5;100;3;"noband"
"19900418";"69";"36053";"2";"3";"2";"1";"1";"2";"4";"815";2;"4";"1";"1910";45;42;16;84;0,625;28;0;2220;54,3;45,7;0;0;2,5;1;30;3;100;3;"noband"
"19900426";"63";"34545";"2";"3";"4";"1";"1";"1";"3";"827";9;"4";"1";"1910";40;48;15;82;1;35;0;1720;59,3;40,7;0;0;1,5;1,5;32;2;100;3;"noband"
"19900612";"69";"36894";"2";"3";"2";"1";"1";"2";"3";"824";2;"4";"1";"1910";30;51;16;70;0,8125;20;0;2250;58,8;41,2;0;0;1,5;0,6;30;3;103,3;3;"noband"
"19900909";"53";"47103";"3";"3";"4";"3";"1";"1";"1";"802";2;"2";"3";"1910";60;50;14,5;60;0,75;40;19;1650;47,6;33,3;0;0;2,5;1;40;5;103,3;3;"noband"
"19920826";"36";"34905";"2";"3";"2";"1";"3";"2";"1";"816";9;"2";"1";"1910";67;67;15,1;80;0,75;28;22,1;1780;41,3;28,6;0;4;2,5;1;60;5;106,25;3;"band"
"19910130";"21";"35751";"2";"3";"2";"1";"2";"2";"3";"824";9;"4";"1";"1911";40;45;15;76;0,8125;30;0;2400;62,5;37,5;0;0;1;1;30;5;107,4;3;"noband"
"19910131";"48";"37352";"2";"3";"2";"1";"1";"2";"3";"827";9;"4";"4";"1911";40;42;14,5;74;1;25;8;2100;57,5;34,5;0;0;2,3;0,7;35;5;107,4;3;"band"
"19910707";"53";"47204";"3";"3";"2";"1";"1";"2";"2";"813";9;"2";"3";"1910";50;64;18;64;1;18;0;1300;62,5;37,5;0;0;3;1;40;5;106,45;3;"band"
"19900622";"32";"36846";"2";"3";"4";"3";"1";"1";"1";"802";2;"2";"3";"1910";65;65;14;100;0,75;40;7;1200;58,1;34,9;0;0;2,5;1;40;3;100;3;"band"
"19901209";"33";"23048";"3";"3";"4";"3";"1";"2";"3";"821";2;"4";"1";"1910";40;42;16;78;0,625;20;0;1550;62,5;37,5;0;0;2,5;1;40;5;106,25;3;"noband"
"19910817";"62";"35529";"3";"3";"4";"3";"1";"2";"1";"802";2;"3";"1";"1910";45;58;17;72;0,75;18;3,2;1470;53,8;43;0;0;3;1;34;5;100;3;"noband"
"19920220";"47";"29442";"3";"3";"4";"2";"1";"2";"4";"816";2;"4";"1";"1910";50;40;15,2;78;1;24;0;1850;58,8;41,2;0;0;2,9;1,1;40;5;103,13;3;"band"
"19900626";"65";"25427";"3";"3";"4";"3";"1";"1";"3";"821";7;"4";"3";"1910";55;49;15,6;80;1;30;35,8;1950;41,7;22,5;1;0;2,7;1;40;4;100;3;"band"
"19910807";"2";"24780";"2";"3";"4";"1";"1";"2";"1";"802";7;"2";"1";"1910";67;60;15;80;0,625;50;6,6;1400;54,9;38,5;6;0;3;1,1;34;5;103,1;3;"noband"
"19901115";"63";"34554";"2";"3";"4";"1";"1";"2";"3";"827";9;"3";"3";"1911";45;42;14;75;1;20;0;1800;58,9;41,1;8;0;3;2;35;5;100;3;"noband"
"19910804";"48";"37371";"2";"3";"4";"1";"1";"2";"4";"816";9;"4";"1";"1910";40;58;15;80;0,1875;20;3,2;2000;53,8;43;0;0;2,5;1;35;5;103,125;3;"noband"
"19901222";"7";"38121";"3";"3";"4";"3";"1";"2";"4";"815";9;"2";"1";"1911";45;60;16;88;0,75;33;0;1500;56,8;43,2;0;0;2,9;1,1;40;5;103,22;3;"band"
"19900625";"69";"36058";"2";"3";"2";"1";"1";"1";"3";"824";2;"4";"1";"1911";50;58;15,5;75;0,8125;24;0;2200;58,8;41,2;0;0;1,5;0,6;30;6;100;3;"noband"
"19900921";"63";"34551";"2";"3";"2";"1";"1";"1";"4";"815";1;"3";"1";"1910";35;56;15;70;1;33;0;2350;65,2;34,8;0;0;2,5;1;30;5;93,75;1;"band"
"19900620";"63";"34547";"2";"3";"2";"1";"1";"1";"3";"827";2;"3";"1";"1910";32;54;15,5;78;1;25;0;1900;58,8;41,2;10;0;2,5;0,5;30;3;93,3;3;"noband"
"19901105";"40";"34716";"2";"3";"4";"1";"1";"2";"4";"816";9;"4";"3";"1910";40;43;16,4;79;0,3125;35;0,5;2400;59,5;40;0;0;2,6;1,1;35;5;96,77;3;"noband"
"19900330";"33";"23040";"3";"3";"4";"3";"1";"1";"3";"821";7;"4";"1";"1911";50;59;14,5;71;0,625;20;11,1;1650;55,5;33,3;0;0;2,5;1;40;1;90;3;"band"
"19900710";"53";"47104";"3";"3";"2";"1";"1";"2";"2";"813";10;"2";"3";"1911";55;56;15;87;0,75;20;0;1250;62,5;37,5;0;0;2,5;1;40;5;96,8;3;"noband"
"19910117";"38";"35539";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1911";50;50;15;70;1;30;10;1600;50;40;0;0;2,8;1;38;5;106,66;3;"band"
"19910109";"65";"25503";"3";"3";"4";"3";"1";"2";"3";"821";2;"4";"3";"1911";55;46;15;80;0,75;20;6,6;1900;54,9;38,5;0;0;2,5;0,7;34;5;105;3;"noband"
"19930205";"63";"35502";"2";"3";"3";"3";"3";"2";"1";"815";2;"3";"1";"1910";67;35;16,2;88;0,5;28;22,7;1750;41,3;30;0;4;2,3;1;60;5;106;3;"band"
"19910208";"71";"37080";"2";"3";"2";"1";"1";"1";"3";"828";2;"4";"1";"1911";40;47;17;78;0,75;35;0;2400;58,8;41,2;4;0;2,5;1;30;5;100;3;"band"
"19920416";"59";"36423";"2";"3";"2";"1";"3";"2";"4";"815";2;"4";"1";"1910";55;51;16,4;78;0,5;29;22,1;1800;41,3;22,5;1;4;1,5;1;50;5;100;3;"band"
"19930227";"11";"35831";"2";"3";"3";"2";"3";"2";"1";"815";2;"2";"1";"1911";65;40;16,5;84;0,625;26;22,1;1565;41,3;30;1;0;2,5;1;50;5;106,6;2;"band"
"19901218";"28";"34694";"2";"3";"2";"1";"1";"2";"3";"824";2;"4";"1";"1910";30;41;15,5;74;0,8125;30;2,5;1900;58;39,5;4;0;1,9;1,3;30;5;114,28;3;"noband"
"19910416";"65";"25517";"3";"3";"4";"3";"1";"1";"3";"821";7;"4";"3";"1911";55;53;14,2;72;0,625;25;22,7;1750;45,5;31,8;1;0;2,4;0,9;34;5;103,125;3;"band"
"19901010";"63";"34522";"2";"3";"2";"3";"1";"2";"4";"816";2;"3";"3";"1911";40;50;13;74;0,25;25;0;2500;58,8;41,2;2;0;2,5;0,5;30;5;114,29;3;"noband"
"19900507";"53";"47103";"3";"3";"4";"3";"1";"2";"1";"802";2;"2";"3";"1910";72;54;14,5;82;0,75;50;2,2;1900;56,7;41,6;0;0;3;0,9;40;2;100;3;"noband"
"19921129";"41";"36569";"2";"3";"3";"2";"3";"2";"1";"816";2;"2";"1";"1910";65;39;15,1;71;0,625;30;22,1;1700;42;22;0;4;2,5;1,5;50;5;106,1;3;"band"
"19910719";"11";"37964";"2";"3";"4";"1";"1";"2";"4";"815";2;"2";"1";"1910";40;69;14,5;76;0,625;22;0;1250;58,8;41,2;1;0;2,5;1;35;5;100;3;"band"
"19910307";"53";"47202";"3";"3";"4";"3";"1";"2";"2";"813";5;"2";"3";"1910";52;45;16;68;0,75;18;0;1600;58,8;41,2;4;0;2,3;0,8;40;5;109,67;3;"noband"
"19910129";"41";"38064";"2";"3";"2";"1";"1";"1";"2";"813";1;"2";"1";"1911";30;45;15,5;65;0,25;16;5,9;1600;58,8;35,3;0;0;2,5;1,8;33;5;100;3;"noband"
"19900806";"68";"34493";"2";"3";"2";"3";"1";"1";"4";"816";9;"4";"1";"1910";65;51;16;75;0,5;30;0;1800;58,8;41,2;0;0;2,1;1;30;3;100;3;"band"
"19910806";"48";"37371";"2";"3";"4";"1";"1";"2";"4";"816";2;"4";"1";"1910";40;60;15;85;1;25;6,9;2100;54;39,1;0;0;2,5;1,2;35;5;103,13;3;"band"
"19910524";"59";"35758";"2";"3";"2";"1";"1";"2";"3";"828";2;"4";"1";"1910";40;62;16;84;0,9375;32;0;2200;58,8;41,2;4;0;1,4;1;30;5;106,45;3;"noband"
"19900707";"51";"36784";"3";"3";"4";"3";"1";"2";"4";"815";2;"2";"3";"1910";60;58;15,1;93;1;25;0;1650;56,1;33,9;0;0;2,5;1;40;3;100;3;"band"
"19901017";"61";"38240";"3";"3";"4";"3";"3";"2";"1";"802";7;"2";"2";"1911";60;46;13;80;0,625;50;12,4;1391;51,5;36,1;2;0;2,7;1;38;5;114,29;3;"noband"
"19900710";"53";"47104";"3";"3";"4";"3";"1";"2";"1";"802";7;"2";"3";"1911";30;56;16;70;0,05625;60;21,8;1400;45,4;32,8;0;0;3;0,9;40;5;96,8;3;"noband"
"19910517";"64";"35872";"2";"2";"2";"1";"1";"2";"3";"824";9;"4";"1";"1910";47;67;16;82;0,5625;30;1,5;1900;50,5;34,3;0;0;2,5;1,1;33;5;103,125;3;"noband"
"19930219";"20";"37046";"2";"3";"2";"1";"3";"2";"4";"802";7;"2";"1";"1911";65;39;16;72;0,75;50;34,5;1350;41;34,6;0;4;2,5;2,2;60;5;106,6;2;"band"
"19901212";"7";"38121";"3";"3";"4";"2";"1";"1";"4";"815";2;"2";"1";"1910";45;42;14;89;0,75;26;0;1450;58,8;41,2;1;0;2,5;1;40;5;103,22;3;"band"
"19900820";"6";"34585";"2";"3";"2";"1";"1";"2";"3";"828";10;"4";"1";"1910";57;57;14,2;78;1;30;10,5;2400;52,6;36,8;0;0;2,5;1;33;5;93,75;3;"noband"
"19910531";"53";"47203";"3";"3";"4";"3";"1";"1";"1";"802";7;"2";"3";"1910";50;69;17;82;0,75;50;0;1700;62,5;37,5;0;0;3;1;40;5;106,45;3;"band"
"19910915";"6";"37189";"2";"3";"2";"1";"1";"2";"4";"815";2;"4";"1";"1910";40;63;15,8;80;0,75;30;10,5;2000;52,6;36,9;0;0;3;1;33;5;109,7;3;"band"
"19900611";"14";"36874";"2";"3";"2";"1";"1";"2";"4";"815";9;"2";"1";"1911";65;60;15,5;80;0,25;30;13;1750;54,3;32,6;0;0;2,75;1;33;1;90;3;"noband"
"19901119";"44";"34781";"2";"3";"4";"1";"1";"2";"4";"816";2;"4";"3";"1910";70;43;18,1;78;0,5;28;14,4;2125;48,1;37,5;5;0;3;0,9;33;5;100;3;"noband"
"19921125";"41";"36569";"2";"3";"3";"2";"3";"2";"1";"816";2;"2";"1";"1910";65;53;14,2;72;1;28;34,5;1600;41;34,6;1;4;2,7;1,5;50;5;106,1;3;"band"
"19910206";"65";"25507";"3";"3";"4";"3";"1";"2";"3";"821";2;"4";"1";"1911";45;44;14,1;78;0,625;22;7,6;1510;54,3;38;0;0;2,5;0,7;34;5;114,28;3;"noband"
"19901114";"70";"34997";"2";"3";"2";"1";"1";"2";"4";"815";9;"4";"1";"1910";50;47;16,2;74;0,75;28;10,8;2000;53,4;35,8;0;0;2,5;1,3;30;5;100;3;"band"
"19910507";"65";"25520";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"1";"1910";50;56;15,2;76;0,625;25;3,4;1760;56,8;39,8;2;0;2,5;0,8;34;5;103,125;3;"band"
"19900507";"42";"36928";"2";"3";"2";"1";"1";"2";"4";"815";2;"2";"1";"1910";40;54;15;88;0,75;28;0;1800;58,8;41,2;0;0;2,5;1,2;30;2;100;3;"noband"
"19901010";"63";"34522";"2";"3";"2";"3";"1";"2";"4";"816";9;"3";"3";"1911";35;50;14;74;0,25;28;0;2500;58,8;41,2;0;0;2,5;0,7;30;5;114,29;3;"noband"
"19910323";"48";"37355";"2";"3";"2";"1";"1";"2";"3";"828";9;"4";"1";"1911";40;49;16,8;78;0,9375;30;0;2000;62,5;37,5;0;0;2,4;0,9;35;5;100;3;"noband"
"19901124";"64";"34259";"2";"2";"2";"1";"1";"1";"4";"815";1;"3";"1";"1911";40;47;15;88;0,5;34;0;1700;62,5;37,5;0;0;0;0;30;5;100;3;"band"
"19910221";"48";"37354";"2";"3";"4";"3";"1";"2";"4";"816";9;"4";"4";"1911";40;46;15,9;78;0,5;34;2,4;2000;61;36,6;0;0;2,4;1,3;35;5;103,22;3;"noband"
"19901014";"64";"34756";"2";"2";"2";"1";"1";"2";"3";"824";9;"4";"1";"1911";30;54;14,9;72;1,25;30;3,6;2100;60,2;36,1;1;0;2,5;1,2;30;5;114,29;3;"noband"
"19910829";"18";"37001";"3";"3";"4";"3";"1";"2";"1";"802";2;"2";"1";"1910";60;60;15;80;0,75;50;10,4;1380;47,2;42,5;0;0;3;1;38;5;106,5;3;"noband"
"19910423";"27";"35458";"2";"3";"2";"1";"1";"1";"4";"816";9;"4";"1";"1910";40;56;16,5;79;0,5;28;0;2300;60,2;39,8;0;0;2,5;1,5;30;5;106,45;3;"band"
"19900723";"28";"34685";"2";"3";"2";"1";"1";"2";"3";"828";10;"4";"1";"1910";50;61;13;72;1;41;0;2350;58,8;41,2;0;0;2;1;30;3;105,2;3;"noband"
"19910529";"69";"37338";"2";"3";"2";"1";"1";"1";"3";"824";9;"4";"1";"1911";50;60;16;76;0,5625;28;5,6;1600;55,6;38,9;0;0;1;0,5;35;5;110;3;"noband"
"19930915";"64";"37191";"2";"2";"2";"1";"3";"2";"1";"815";2;"2";"1";"1911";70;50;16,5;74;0,625;34;22,7;1750;42;28,6;0;6;2,6;1;50;5;103,125;2;"band"
"19911209";"34";"37018";"2";"3";"2";"1";"1";"2";"4";"816";9;"3";"1";"1911";42;52;16;82;0,75;30;0;2150;58,8;41,2;0;0;2,5;1;33;5;110;3;"band"
"19920915";"48";"34534";"2";"3";"3";"3";"3";"2";"3";"821";7;"3";"1";"1911";65;60;15;82;0,5;22;22,1;1800;41,3;22,5;0;4;2,5;1;50;5;96,8;3;"band"
"19910729";"69";"37510";"2";"3";"2";"1";"1";"1";"4";"815";2;"2";"1";"1910";45;61;14;98;0,75;30;0;1600;58,8;41,2;2;0;2,4;0,9;30;5;100;3;"band"
"19920531";"24";"34763";"3";"3";"4";"3";"3";"2";"3";"824";2;"4";"1";"1910";55;54;17,5;82;0,8125;28;35,8;1600;41,3;28,6;0;0;2,5;1;50;5;102,94;3;"band"
"19910614";"69";"37501";"2";"3";"2";"1";"1";"1";"4";"815";9;"4";"1";"1910";32;69;15,5;94;0,75;30;0,5;2050;52,6;42,1;0;0;2,5;1;33;5;100;3;"noband"
"19900730";"59";"34896";"2";"3";"2";"1";"1";"2";"3";"828";9;"4";"3";"1910";40;54;14,7;90;0,875;18;0;2300;52,6;47,4;4;0;3;1,1;33;3;111,1;3;"noband"
"19920705";"48";"34527";"2";"3";"4";"1";"3";"2";"3";"821";7;"3";"1";"1910";50;66;14,8;80;0,625;30;35,8;1840;41,3;22,5;0;4;2,5;1;50;5;100;3;"band"
"19901109";"40";"34716";"2";"3";"4";"1";"1";"1";"4";"816";9;"4";"3";"1910";40;51;15;70;0,25;24;0,5;0;59,5;40;0;0;3;1;35;5;100;3;"band"
"19910802";"69";"37510";"2";"3";"2";"1";"1";"2";"4";"815";9;"2";"1";"1910";40;60;14,5;85;1;35;0;1250;58,8;41,2;2;0;1,5;1;30;5;100;3;"band"
"19900625";"56";"34092";"3";"3";"4";"3";"1";"1";"4";"815";9;"2";"1";"1910";65;58;15;74;0,625;32;0;1800;57,5;42,5;1;0;2,5;1;38;4;103,2;3;"band"
"19910923";"36";"39027";"3";"3";"4";"3";"1";"1";"4";"816";9;"2";"1";"1910";50;60;16;78;0,5;28;4,5;1520;53;42;0;0;2,5;1,5;34;5;106,2;3;"band"
"19910213";"59";"35752";"2";"3";"2";"1";"1";"2";"3";"824";9;"4";"1";"1910";50;43;17;84;0,25;35;0;2300;55,6;44,4;0;0;2;0,8;30;5;103,22;3;"noband"
"19901211";"6";"34590";"2";"3";"2";"1";"1";"2";"3";"827";2;"4";"1";"1910";50;40;15;88;0,75;30;0;2233;58,8;41,2;8;0;3;1;33;5;106,45;3;"noband"
"19900425";"13";"34664";"3";"3";"4";"3";"3";"2";"4";"816";9;"4";"3";"1910";45;49;16;72;0,375;38;15;1650;50;35;0;0;2,5;0,2;38;2;96,9;3;"band"
"19900813";"68";"34493";"2";"3";"2";"1";"1";"2";"3";"824";9;"4";"1";"1910";30;54;13,6;70;0,8125;30;0;2000;58,8;41,2;0;0;2,3;0,9;30;3;100;3;"noband"
"19910502";"63";"35816";"2";"3";"2";"1";"1";"2";"4";"815";2;"3";"1";"1910";40;55;15,5;92;0,75;22;9,6;1550;53,2;37,2;1;0;2,9;1,3;33;5;106,66;3;"band"
"19910314";"53";"47202";"3";"3";"4";"3";"1";"2";"2";"813";5;"2";"3";"1910";52;37;14;73;0,75;20;9,6;1600;53,2;37,2;0;0;2,3;1;40;5;109,67;3;"noband"
"19910619";"69";"37199";"2";"3";"4";"1";"1";"2";"3";"824";9;"4";"1";"1910";40;64;16,5;82;0,5625;30;2,3;1900;57,5;40,2;0;0;1,3;0,8;30;5;106,45;3;"band"
"19910212";"60";"37869";"2";"3";"4";"1";"1";"2";"4";"815";9;"2";"3";"1911";37;44;15;85;0,75;34;0;1400;62,5;37,5;0;0;2,8;1;28;5;103,12;3;"noband"
"19901010";"65";"25443";"3";"3";"4";"3";"1";"2";"3";"821";7;"4";"3";"1911";47;54;14;65;0,625;25;16,1;1500;44,6;39,3;4;0;2,5;1;34;5;114,29;3;"band"
"19910610";"69";"37501";"2";"3";"2";"1";"1";"2";"4";"816";9;"4";"1";"1911";32;56;15,03;79;0,3125;28;5,3;2244;52,6;42,1;0;0;1,8;0,5;30;5;106,45;3;"noband"
"19900730";"59";"34896";"2";"3";"2";"1";"1";"2";"3";"828";2;"4";"3";"1910";40;54;15,2;88;0,875;20;5,9;2300;49,5;44,6;8;0;2,5;1;33;3;111,1;3;"noband"
"19900409";"65";"25416";"3";"3";"4";"3";"1";"1";"3";"821";7;"4";"3";"1911";47;41;18;74;0,5;30;17,7;1900;44,2;38,1;2;0;2,5;1;40;2;100;3;"band"
"19910529";"69";"37338";"2";"3";"2";"1";"1";"2";"3";"824";2;"4";"1";"1911";47;60;14,5;74;0,8125;20;8,6;1600;53,8;37,6;0;0;2;1,5;35;5;110;3;"noband"
"19900913";"63";"34551";"2";"3";"2";"1";"1";"1";"4";"815";1;"3";"1";"1910";40;60;15,5;73;0,75;28;0;1850;65,2;34,8;0;0;2,8;1;30;5;100;1;"band"
"19900606";"54";"36859";"3";"3";"4";"2";"1";"1";"1";"802";2;"2";"3";"1911";57;54;15,5;80;0,625;55;0;1600;62,5;37,5;0;0;3;0,5;45;5;103,3;3;"noband"
"19930407";"64";"35661";"2";"2";"4";"3";"3";"2";"1";"816";2;"4";"1";"1910";65;47;16,5;86;0,25;20;22;1750;42;28,6;0;4;2,1;2,1;60;5;109,6;2;"band"
"19901027";"71";"34996";"2";"3";"2";"1";"1";"2";"4";"816";9;"4";"1";"1910";35;43;13;75;0,75;20;0;2000;62,5;37,5;0;0;2,5;1,1;30;5;100;3;"band"
"19920110";"53";"47301";"3";"3";"4";"3";"1";"2";"4";"816";2;"2";"1";"1911";55;44;15;70;0,625;28;8,2;1700;51;40,8;0;0;2,5;2;40;5;100;3;"band"
"19901215";"25";"35525";"3";"3";"4";"3";"1";"1";"4";"815";9;"2";"3";"1910";40;54;14,8;87;0,05625;29;0;1000;58,8;41,2;0;0;2,9;1;40;5;106,45;3;"band"
